iteration,state,rewards,count
3905,[1 0 0 0 1 0 0 1 0 0 0 1],"{0: '6.703315881326352', 1: '6.666666666666666'}",10
3928,[1 1 1 0 1 0 0 0 1 0 0 0],"{0: '5.838568935427575', 1: '5.833333333333334'}",23
3944,[1 0 0 1 1 0 0 0 1 0 0 0],"{0: '6.698080279232111', 1: '6.666666666666666'}",16
3970,[1 1 0 0 0 0 0 0 0 1 0 1],"{0: '6.687609075043629', 1: '6.666666666666666'}",26
3986,[1 0 0 0 1 1 0 0 0 0 0 1],"{0: '6.682373472949388', 1: '6.666666666666666'}",16
4041,[1 1 0 0 0 0 1 0 0 0 1 0],"{0: '6.708551483420592', 1: '6.666666666666666'}",55
4067,[1 0 0 0 0 0 1 0 0 1 1 1],"{0: '5.859511343804538', 1: '5.833333333333334'}",26
4077,[1 1 0 0 0 0 1 0 0 0 1 0],"{0: '6.703315881326352', 1: '6.666666666666666'}",10
4094,[1 1 0 0 0 0 0 0 0 1 1 0],"{0: '6.708551483420592', 1: '6.666666666666666'}",17
4194,[1 1 1 1 1 1 1 1 1 1 1 1],"{0: '0.005235602094240838', 1: '0.0'}",100
4266,[1 0 0 1 1 0 0 1 1 0 1 1],"{0: '4.171902268760908', 1: '4.166666666666667'}",72
4302,[1 0 1 1 0 0 0 0 0 0 1 0],"{0: '6.698080279232111', 1: '6.666666666666666'}",36
4317,[1 0 0 0 0 0 0 0 1 0 1 1],"{0: '6.677137870855148', 1: '6.666666666666666'}",15
4332,[1 0 0 1 0 1 0 0 0 1 0 0],"{0: '6.703315881326352', 1: '6.666666666666666'}",15
4366,[1 0 1 0 0 1 0 0 0 1 0 0],"{0: '6.708551483420592', 1: '6.666666666666666'}",34
4398,[1 1 0 0 1 0 0 0 1 0 0 0],"{0: '6.708551483420592', 1: '6.666666666666666'}",32
4407,[1 0 0 1 0 0 1 0 0 0 0 1],"{0: '6.687609075043629', 1: '6.666666666666666'}",9
4416,[1 0 0 0 1 1 0 0 1 0 0 0],"{0: '6.69284467713787', 1: '6.666666666666666'}",9
4420,[1 0 1 0 0 0 1 1 0 0 0 0],"{0: '6.708551483420592', 1: '6.666666666666666'}",4
4442,[1 0 1 1 0 0 0 0 0 0 0 1],"{0: '6.687609075043629', 1: '6.666666666666666'}",22
4464,[1 0 0 1 0 0 0 0 1 1 0 0],"{0: '6.69284467713787', 1: '6.666666666666666'}",22
4477,[1 0 0 0 1 0 0 1 1 0 0 0],"{0: '6.703315881326352', 1: '6.666666666666666'}",13
4491,[1 0 1 0 0 1 0 1 0 0 0 0],"{0: '6.703315881326352', 1: '6.666666666666666'}",14
4555,[1 0 1 0 1 0 1 0 0 0 0 1],"{0: '5.838568935427575', 1: '5.833333333333334'}",64
4567,[1 0 0 0 0 1 0 1 0 0 0 1],"{0: '6.682373472949388', 1: '6.666666666666666'}",12
4585,[1 1 0 0 1 1 0 0 1 0 0 0],"{0: '5.849040139616056', 1: '5.833333333333334'}",18
4596,[1 1 0 0 0 1 1 0 0 0 0 0],"{0: '6.708551483420592', 1: '6.666666666666666'}",11
4625,[1 0 0 0 1 0 0 1 0 0 1 0],"{0: '6.703315881326352', 1: '6.666666666666666'}",29
4638,[1 1 0 0 1 0 0 0 0 0 1 0],"{0: '6.703315881326352', 1: '6.666666666666666'}",13
4668,[1 1 0 0 0 0 1 0 0 0 0 1],"{0: '6.687609075043629', 1: '6.666666666666666'}",30
4683,[1 0 0 0 0 0 0 0 0 1 1 1],"{0: '6.687609075043629', 1: '6.666666666666666'}",15
4695,[1 1 1 0 0 1 0 1 0 0 0 0],"{0: '5.838568935427575', 1: '5.833333333333334'}",12
4728,[1 1 1 1 0 0 0 0 0 0 1 0],"{0: '5.843804537521816', 1: '5.833333333333334'}",33
4771,[1 0 0 0 1 0 0 0 0 1 1 0],"{0: '6.698080279232111', 1: '6.666666666666666'}",43
4800,[1 0 0 0 1 1 0 1 0 0 1 1],"{0: '5.005235602094241', 1: '5.0'}",29
4812,[1 0 0 0 1 0 0 0 1 0 0 1],"{0: '6.69284467713787', 1: '6.666666666666666'}",12
4827,[1 0 0 0 0 1 1 0 0 1 0 0],"{0: '6.703315881326352', 1: '6.666666666666666'}",15
4835,[1 1 0 0 0 1 1 0 0 0 0 0],"{0: '6.708551483420592', 1: '6.666666666666666'}",8
4854,[1 0 0 0 0 1 1 0 0 1 0 1],"{0: '5.838568935427575', 1: '5.833333333333334'}",19
