iteration,state,rewards,count
1015,[0 0 0 0 0 0 1 0 0 0 0 1],"{0: '1.6771378708551483', 1: '1.6666666666666667'}",3
1016,[0 0 0 0 0 1 1 0 0 0 0 0],"{0: '2.666666666666667', 1: '1.6666666666666667'}",1
1017,[1 0 0 0 0 0 1 0 0 0 0 0],"{0: '2.666666666666667', 1: '1.6666666666666667'}",1
1019,[1 0 0 0 0 0 1 0 0 0 0 0],"{0: '1.6771378708551483', 1: '1.6666666666666667'}",2
1023,[0 0 0 0 0 0 1 0 0 0 0 1],"{0: '1.6771378708551483', 1: '1.6666666666666667'}",4
1038,[1 0 0 0 0 0 1 0 0 0 0 0],"{0: '1.6771378708551483', 1: '1.6666666666666667'}",15
1044,[0 0 0 0 0 0 1 1 0 0 0 0],"{0: '1.6771378708551483', 1: '1.6666666666666667'}",6
1051,[0 1 0 0 0 0 1 0 1 0 0 0],"{0: '1.5104712041884816', 1: '1.5'}",7
1054,[0 0 0 0 0 0 1 0 0 0 1 0],"{0: '1.6771378708551483', 1: '1.6666666666666667'}",3
1057,[0 0 0 0 0 0 1 1 0 0 0 0],"{0: '1.6771378708551483', 1: '1.6666666666666667'}",3
1071,[0 1 0 0 0 0 1 0 0 0 0 0],"{0: '1.6771378708551483', 1: '1.6666666666666667'}",14
1074,[0 0 0 0 0 0 1 0 0 0 0 1],"{0: '1.6771378708551483', 1: '1.6666666666666667'}",3
1095,[0 0 0 0 0 0 1 0 0 0 0 1],"{0: '1.6771378708551483', 1: '1.6666666666666667'}",21
1099,[0 0 0 0 0 0 1 0 0 1 0 0],"{0: '1.6771378708551483', 1: '1.6666666666666667'}",4
1106,[0 0 0 1 0 0 1 0 0 0 0 0],"{0: '1.6771378708551483', 1: '1.6666666666666667'}",7
1111,[0 0 0 1 0 0 1 0 0 0 0 0],"{0: '1.6771378708551483', 1: '1.6666666666666667'}",5
1121,[0 0 0 1 0 0 1 0 0 0 0 0],"{0: '1.6771378708551483', 1: '1.6666666666666667'}",10
1127,[0 0 0 1 0 0 1 0 0 0 0 0],"{0: '1.6771378708551483', 1: '1.6666666666666667'}",6
1138,[0 0 0 0 0 0 1 0 0 0 1 0],"{0: '1.6771378708551483', 1: '1.6666666666666667'}",11
1142,[0 1 0 0 0 0 1 0 0 0 0 0],"{0: '1.6771378708551483', 1: '1.6666666666666667'}",4
1148,[0 1 0 0 0 0 1 0 0 0 0 0],"{0: '1.6771378708551483', 1: '1.6666666666666667'}",6
1152,[0 0 1 0 0 0 1 0 0 0 0 0],"{0: '1.6771378708551483', 1: '1.6666666666666667'}",4
1163,[0 0 0 0 0 0 1 1 0 0 0 0],"{0: '1.6771378708551483', 1: '1.6666666666666667'}",11
