iteration,state,rewards,count
1800,[1 1 0 0 1 0 0 0 1 0 0 1],"{0: '5.854275741710297', 1: '5.833333333333334'}",10
1816,[0 1 0 0 0 0 0 0 1 0 0 1],"{0: '7.5', 1: '7.5'}",16
1823,[0 1 0 1 0 1 1 0 0 0 0 0],"{0: '6.682373472949388', 1: '6.666666666666666'}",7
1855,[1 1 1 0 1 0 0 0 0 0 0 1],"{0: '5.833333333333334', 1: '5.833333333333334'}",32
1875,[0 1 1 0 0 1 0 0 0 0 0 1],"{0: '6.682373472949388', 1: '6.666666666666666'}",20
1902,[0 1 0 0 0 0 1 1 1 0 0 0],"{0: '6.677137870855148', 1: '6.666666666666666'}",27
1923,[0 1 1 0 0 0 1 1 0 0 0 1],"{0: '5.833333333333334', 1: '5.833333333333334'}",21
1947,[1 1 0 1 0 0 0 0 0 1 0 0],"{0: '6.687609075043629', 1: '6.666666666666666'}",24
1973,[1 1 0 1 1 0 0 0 0 0 0 0],"{0: '6.671902268760907', 1: '6.666666666666666'}",26
1989,[0 1 0 0 1 1 0 0 1 0 0 1],"{0: '5.854275741710297', 1: '5.833333333333334'}",16
1998,[0 1 1 1 0 0 0 1 0 0 0 0],"{0: '6.666666666666666', 1: '6.666666666666666'}",9
2027,[1 1 1 0 1 0 0 1 0 0 0 0],"{0: '5.849040139616056', 1: '5.833333333333334'}",29
2031,[1 1 0 0 0 0 0 1 0 0 0 0],"{0: '7.515706806282722', 1: '7.5'}",4
2071,[0 1 1 0 0 1 0 1 1 1 0 0],"{0: '5.005235602094241', 1: '5.0'}",40
2089,[0 1 0 1 0 1 0 1 0 0 0 0],"{0: '6.666666666666666', 1: '6.666666666666666'}",18
2103,[0 1 0 1 0 1 0 0 0 0 0 0],"{0: '7.515706806282722', 1: '7.5'}",14
2125,[0 1 0 0 1 0 1 0 0 0 0 1],"{0: '6.682373472949388', 1: '6.666666666666666'}",22
2149,[0 1 1 1 0 0 1 0 0 0 0 1],"{0: '5.833333333333334', 1: '5.833333333333334'}",24
2171,[0 1 0 0 0 0 0 0 1 1 1 0],"{0: '6.682373472949388', 1: '6.666666666666666'}",22
2173,[0 1 1 0 0 0 0 0 0 0 1 0],"{0: '7.510471204188482', 1: '7.5'}",2
2184,[1 1 0 0 0 0 0 1 0 0 1 0],"{0: '6.682373472949388', 1: '6.666666666666666'}",11
2203,[1 1 0 1 0 0 0 0 1 0 0 0],"{0: '6.671902268760907', 1: '6.666666666666666'}",19
2218,[0 1 0 1 0 1 1 0 0 0 0 0],"{0: '6.666666666666666', 1: '6.666666666666666'}",15
2241,[0 1 0 0 0 1 0 0 1 0 1 0],"{0: '6.677137870855148', 1: '6.666666666666666'}",23
2258,[1 1 0 1 0 1 0 0 0 0 0 0],"{0: '6.671902268760907', 1: '6.666666666666666'}",17
2275,[0 1 1 0 1 0 0 0 0 0 0 1],"{0: '6.682373472949388', 1: '6.666666666666666'}",17
2292,[0 1 0 0 0 0 0 0 1 1 1 0],"{0: '6.687609075043629', 1: '6.666666666666666'}",17
2315,[0 1 0 1 1 0 1 0 0 0 0 0],"{0: '6.682373472949388', 1: '6.666666666666666'}",23
2329,[0 1 0 0 0 0 1 0 0 0 1 0],"{0: '7.510471204188482', 1: '7.5'}",14
2358,[1 1 0 0 0 0 0 0 0 1 0 1],"{0: '6.687609075043629', 1: '6.666666666666666'}",29
2378,[1 1 1 0 0 0 0 0 0 0 0 1],"{0: '6.682373472949388', 1: '6.666666666666666'}",20
2398,[0 1 0 1 0 1 0 0 0 0 1 0],"{0: '6.677137870855148', 1: '6.666666666666666'}",20
2414,[0 1 1 0 0 0 0 1 0 1 0 0],"{0: '6.677137870855148', 1: '6.666666666666666'}",16
2433,[1 1 0 0 0 0 0 0 1 0 1 0],"{0: '6.682373472949388', 1: '6.666666666666666'}",19
2440,[0 1 0 0 0 0 0 1 0 1 0 0],"{0: '7.515706806282722', 1: '7.5'}",7
2455,[0 1 0 0 0 0 0 0 0 1 0 1],"{0: '7.515706806282722', 1: '7.5'}",15
2470,[0 1 1 0 0 0 0 0 0 0 1 0],"{0: '7.510471204188482', 1: '7.5'}",15
2490,[0 1 0 0 1 0 0 0 0 0 0 1],"{0: '7.5', 1: '7.5'}",20
2512,[1 1 0 1 0 0 0 0 0 0 1 1],"{0: '5.833333333333334', 1: '5.833333333333334'}",22
2551,[1 1 1 0 1 0 0 0 0 0 1 0],"{0: '5.843804537521816', 1: '5.833333333333334'}",39
2563,[0 1 0 0 1 1 0 0 0 0 1 0],"{0: '6.687609075043629', 1: '6.666666666666666'}",12
2592,[1 1 0 0 0 0 0 1 0 0 1 0],"{0: '6.666666666666666', 1: '6.666666666666666'}",29
2625,[1 1 0 1 0 0 0 0 0 0 0 1],"{0: '6.671902268760907', 1: '6.666666666666666'}",33
2647,[0 1 0 0 1 0 0 1 0 0 0 0],"{0: '7.520942408376963', 1: '7.5'}",22
2694,[1 1 1 0 1 1 0 0 0 1 0 0],"{0: '5.020942408376963', 1: '5.0'}",47
2710,[0 1 0 0 0 0 1 0 0 0 1 0],"{0: '7.510471204188482', 1: '7.5'}",16
2726,[1 1 0 0 0 0 1 0 0 1 0 0],"{0: '6.682373472949388', 1: '6.666666666666666'}",16
2750,[1 1 0 1 0 0 0 1 0 0 0 0],"{0: '6.666666666666666', 1: '6.666666666666666'}",24
2790,[1 1 1 0 1 1 0 0 0 0 0 0],"{0: '5.849040139616056', 1: '5.833333333333334'}",40
2827,[0 1 0 0 0 1 1 1 0 0 0 0],"{0: '6.666666666666666', 1: '6.666666666666666'}",37
2864,[1 1 0 0 0 0 0 1 1 0 0 0],"{0: '6.687609075043629', 1: '6.666666666666666'}",37
2881,[0 1 0 0 0 1 0 0 0 0 0 1],"{0: '7.515706806282722', 1: '7.5'}",17
2908,[1 1 1 0 0 1 0 0 1 0 0 0],"{0: '5.843804537521816', 1: '5.833333333333334'}",27
2925,[0 1 1 0 0 0 0 0 0 0 1 1],"{0: '6.666666666666666', 1: '6.666666666666666'}",17
2945,[0 1 0 1 0 0 0 0 0 1 0 0],"{0: '7.515706806282722', 1: '7.5'}",20
2952,[0 1 0 1 0 0 1 1 1 0 0 0],"{0: '5.843804537521816', 1: '5.833333333333334'}",7
