iteration,state,rewards,count
2923,[0 0 1 1 1 0 1 0 0 0 0 0],"{0: '6.677137870855148', 1: '6.666666666666666'}",10
2943,[0 1 0 0 1 0 0 0 0 0 1 0],"{0: '7.5', 1: '7.5'}",20
2994,[1 1 0 0 1 0 1 0 1 1 0 0],"{0: '5.005235602094241', 1: '5.0'}",51
2998,[1 0 0 0 1 0 0 0 1 0 0 0],"{0: '7.515706806282722', 1: '7.5'}",4
3006,[1 0 0 0 1 0 0 0 0 0 1 0],"{0: '7.5', 1: '7.5'}",8
3019,[1 0 0 0 1 0 0 0 0 0 0 1],"{0: '7.515706806282722', 1: '7.5'}",13
3031,[0 1 0 0 1 0 0 0 0 0 1 0],"{0: '7.510471204188482', 1: '7.5'}",12
3059,[0 1 0 0 1 1 0 0 0 0 0 1],"{0: '6.666666666666666', 1: '6.666666666666666'}",28
3065,[0 0 1 0 1 0 0 1 0 0 0 0],"{0: '7.510471204188482', 1: '7.5'}",6
3068,[1 0 0 0 1 0 0 0 1 0 0 0],"{0: '7.5', 1: '7.5'}",3
3077,[0 0 0 0 1 1 0 0 0 0 1 0],"{0: '7.5', 1: '7.5'}",9
3083,[0 0 0 0 1 0 0 0 0 1 1 0],"{0: '7.5', 1: '7.5'}",6
3093,[0 0 0 0 1 1 0 0 0 0 1 0],"{0: '7.5', 1: '7.5'}",10
3105,[0 0 0 0 1 1 0 1 0 0 0 0],"{0: '7.505235602094241', 1: '7.5'}",12
3131,[1 1 0 0 1 0 1 0 1 0 0 0],"{0: '5.838568935427575', 1: '5.833333333333334'}",26
3135,[0 0 0 0 1 0 1 1 0 1 0 0],"{0: '6.677137870855148', 1: '6.666666666666666'}",4
3143,[0 0 0 0 1 1 0 0 0 1 0 0],"{0: '7.505235602094241', 1: '7.5'}",8
3156,[0 0 0 1 1 0 0 0 1 0 0 0],"{0: '7.5', 1: '7.5'}",13
3158,[0 0 1 0 1 0 0 1 0 0 0 0],"{0: '7.505235602094241', 1: '7.5'}",2
3168,[0 0 1 1 1 0 0 0 0 0 1 0],"{0: '6.677137870855148', 1: '6.666666666666666'}",10
3174,[0 0 0 0 1 0 0 0 0 1 0 1],"{0: '7.510471204188482', 1: '7.5'}",6
3179,[0 0 0 0 1 0 0 0 0 1 1 0],"{0: '7.5', 1: '7.5'}",5
3200,[0 0 0 0 1 0 1 1 0 1 0 0],"{0: '6.677137870855148', 1: '6.666666666666666'}",21
3236,[0 0 0 0 1 0 1 0 1 0 0 0],"{0: '7.510471204188482', 1: '7.5'}",36
3239,[0 1 0 0 1 0 0 0 0 0 1 0],"{0: '7.510471204188482', 1: '7.5'}",3
3262,[0 1 0 0 1 1 0 0 0 1 0 0],"{0: '6.677137870855148', 1: '6.666666666666666'}",23
3297,[1 1 1 0 1 0 0 0 0 0 1 0],"{0: '5.843804537521816', 1: '5.833333333333334'}",35
3316,[0 1 0 0 1 0 1 0 0 1 0 0],"{0: '6.677137870855148', 1: '6.666666666666666'}",19
3318,[0 1 0 0 1 0 0 0 1 0 0 0],"{0: '7.510471204188482', 1: '7.5'}",2
3328,[0 0 0 0 1 0 0 1 0 0 0 1],"{0: '7.5', 1: '7.5'}",10
3345,[0 0 1 0 1 0 0 0 1 0 0 1],"{0: '6.666666666666666', 1: '6.666666666666666'}",17
3349,[0 0 0 0 1 0 1 0 1 0 0 0],"{0: '7.510471204188482', 1: '7.5'}",4
3363,[0 0 0 0 1 0 1 0 0 0 1 0],"{0: '7.5', 1: '7.5'}",14
3382,[0 0 0 0 1 0 0 1 0 0 0 1],"{0: '7.505235602094241', 1: '7.5'}",19
3416,[1 0 1 0 1 0 0 0 0 1 0 0],"{0: '6.671902268760907', 1: '6.666666666666666'}",34
3425,[0 0 0 0 1 0 0 0 1 1 0 0],"{0: '7.510471204188482', 1: '7.5'}",9
3437,[0 0 1 0 1 0 0 1 0 0 0 0],"{0: '7.505235602094241', 1: '7.5'}",12
3445,[0 0 0 0 1 0 0 1 0 0 0 1],"{0: '7.5', 1: '7.5'}",8
3452,[0 0 0 0 1 0 0 0 0 1 1 0],"{0: '7.510471204188482', 1: '7.5'}",7
3463,[0 0 0 0 1 1 0 0 1 0 0 0],"{0: '7.505235602094241', 1: '7.5'}",11
3476,[1 0 0 0 1 0 0 0 0 0 1 0],"{0: '7.5', 1: '7.5'}",13
3482,[1 0 0 0 1 0 0 0 0 0 1 0],"{0: '7.510471204188482', 1: '7.5'}",6
3507,[0 0 0 0 1 0 0 0 1 0 1 0],"{0: '7.5', 1: '7.5'}",25
3513,[0 0 0 0 1 0 0 0 1 1 0 0],"{0: '7.5', 1: '7.5'}",6
3526,[0 0 0 1 1 0 0 0 1 1 0 0],"{0: '6.671902268760907', 1: '6.666666666666666'}",13
3530,[1 0 0 0 1 0 0 0 0 0 1 0],"{0: '7.5', 1: '7.5'}",4
3553,[1 0 0 0 1 0 0 0 0 0 0 1],"{0: '7.515706806282722', 1: '7.5'}",23
3562,[1 0 0 0 1 0 0 0 0 0 0 1],"{0: '7.5', 1: '7.5'}",9
3571,[0 0 0 0 1 1 0 0 1 0 0 0],"{0: '7.505235602094241', 1: '7.5'}",9
