iteration,state,rewards,count
1907,[1 2 0 0 0 0 2 0],"{0: '5.84809348093481', 1: '5.833333333333334'}",5
1919,[0 0 0 0 0 0 2 1],"{0: '7.592250922509225', 1: '7.5'}",12
1921,[0 0 0 1 0 0 2 0],"{0: '7.592250922509225', 1: '7.5'}",2
1924,[0 2 0 0 0 1 2 1],"{0: '5.014760147601476', 1: '5.0'}",3
1925,[0 0 0 1 0 0 2 0],"{0: '8.5', 1: '7.5'}",1
1927,[0 0 0 2 0 0 2 2],"{0: '5.014760147601476', 1: '5.0'}",2
1932,[0 0 0 0 1 0 2 0],"{0: '7.592250922509225', 1: '7.5'}",5
1934,[0 0 1 0 0 0 2 0],"{0: '7.592250922509225', 1: '7.5'}",2
1935,[0 0 1 0 0 0 2 0],"{0: '8.5', 1: '7.5'}",1
1963,[0 2 0 0 0 1 2 0],"{0: '5.84809348093481', 1: '5.833333333333334'}",28
1968,[0 0 0 0 1 0 2 0],"{0: '7.592250922509225', 1: '7.5'}",5
1972,[2 2 0 0 0 0 2 0],"{0: '5.014760147601476', 1: '5.0'}",4
1983,[1 0 0 0 0 0 2 0],"{0: '7.592250922509225', 1: '7.5'}",11
1994,[0 0 0 0 2 0 1 0],"{0: '7.514760147601476', 1: '7.5'}",11
2005,[0 0 0 1 0 0 2 0],"{0: '7.592250922509225', 1: '7.5'}",11
2012,[0 2 0 0 0 0 2 1],"{0: '5.925584255842559', 1: '5.833333333333334'}",7
2028,[0 0 0 2 2 0 2 0],"{0: '5.014760147601476', 1: '5.0'}",16
2034,[2 0 0 0 2 0 2 0],"{0: '5.014760147601476', 1: '5.0'}",6
2036,[0 0 2 0 0 2 2 0],"{0: '5.092250922509225', 1: '5.0'}",2
2047,[0 1 0 0 0 0 2 2],"{0: '5.84809348093481', 1: '5.833333333333334'}",11
2070,[0 0 0 1 0 0 2 0],"{0: '7.592250922509225', 1: '7.5'}",23
2078,[0 0 0 1 0 0 2 0],"{0: '7.592250922509225', 1: '7.5'}",8
2102,[1 0 0 2 0 0 2 0],"{0: '5.84809348093481', 1: '5.833333333333334'}",24
2104,[0 0 0 1 0 0 2 0],"{0: '7.592250922509225', 1: '7.5'}",2
2111,[0 2 0 1 0 0 2 0],"{0: '5.84809348093481', 1: '5.833333333333334'}",7
2121,[0 2 0 0 0 0 2 2],"{0: '5.014760147601476', 1: '5.0'}",10
2126,[0 2 0 0 0 2 2 0],"{0: '5.092250922509225', 1: '5.0'}",5
2133,[0 0 0 0 2 0 2 1],"{0: '5.84809348093481', 1: '5.833333333333334'}",7
2148,[1 2 0 0 0 0 2 0],"{0: '5.84809348093481', 1: '5.833333333333334'}",15
2158,[0 0 0 1 0 0 2 0],"{0: '7.592250922509225', 1: '7.5'}",10
2161,[0 0 0 0 0 1 2 0],"{0: '7.592250922509225', 1: '7.5'}",3
